Name,Property_type,Room_type,Bed_type,Min_nights,Max_nights,Cancellation_policy,Accomodates,Total_bedrooms,Total_beds,Availability_365,Price,Security_deposit,Cleaning_fee,Extra_people,Guests_included,No_of_reviews,Review_scores,Amenities,Host_id,Host_name,Street,Country,Country_code,Location_type,Longitude,Latitude,Is_location_exact
Coconut Beach. Kapaa Condo 1BD 1BA Full Kitchen,Condominium,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,1.0,2.0,64,129.0,950.0,135.0,25.0,4.0,48,94.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Elevator, Hot tub, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private living room, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, BBQ grill, Patio or balcony, Beach essentials, Long term stays allowed, Disabled parking spot, Step-free access, Step-free access",75440219,Pete & Judi,"Kapaa, HI, United States",United States,US,Point,-159.32462,22.05558,True
Great  house with a big room No. 6,House,Private room,Real Bed,2,1125,moderate,1,1.0,1.0,340,36.0,509.4304235090752,15.0,20.0,1.0,41,94.0,"TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Free street parking, Washer, Smoke detector, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, Private entrance, Hot water, Host greets you",46855311,Lan,"Eastwood, NSW, Australia",Australia,AU,Point,151.07671,-33.79841,True
5 STARS DOWNTOWN with PARKING ( 2BDR )BELL Center,Serviced apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2.0,3.0,0,189.0,200.0,49.0,50.0,4.0,86,96.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Paid parking off premises, Gym, Elevator, Indoor fireplace, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private living room, Private entrance, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Pocket wifi, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, EV charger, Single level home, BBQ grill, Patio or balcony, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Wide hallway clearance, Step-free access, Wide doorway, Flat path to front door, Well-lit path to entrance, Disabled parking spot, Step-free access, Wide doorway, Wide clearance to bed, Step-free access, Wide doorway, Step-free access, Wide entryway, Paid parking on premises",25459618,Elissa,"Montréal, Québec, Canada",Canada,CA,Point,-73.5699,45.49533,True
"Stylish, Bright & Airy 4 Room Loft in Williamsburg",Apartment,Entire home/apt,Real Bed,3,360,strict_14_with_grace_period,3,1.0,2.0,320,149.0,200.0,80.0,15.0,2.0,37,97.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Breakfast, Free street parking, Heating, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, Self check-in, Lockbox, Hot water",106414599,Mohammed & Stacy,"Brooklyn, NY, United States",United States,US,Point,-73.94541,40.70628,True
"LAPA, FOR LEISURE OR BUSINESS",Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1.0,2.0,343,90.0,600.0,70.0,0.0,2.0,41,96.0,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Doorman, Buzzer/wireless intercom, Essentials, 24-hour check-in, Hangers, Iron, Laptop friendly workspace, Hot water, Luggage dropoff allowed, Long term stays allowed, Host greets you",8368066,Alexandre,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,Point,-43.18801158197427,-22.914654742193676,True
2 Beds Brooklyn Tree Lined Blk 15 min to Manhattan,Townhouse,Entire home/apt,Real Bed,31,90,strict_14_with_grace_period,4,1.0,2.0,224,179.0,350.0,110.0,15.0,4.0,59,99.0,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Free street parking, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Window guards, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Long term stays allowed",106654118,Gerard,"Brooklyn, NY, United States",United States,US,Point,-73.94403,40.68493,True
New York Williamsburg empire state of mind,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,4,1.0,1.0,196,199.0,300.0,105.0,25.0,2.0,41,100.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Gym, Elevator, Free street parking, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Self check-in, Building staff, Private living room, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Patio or balcony, Long term stays allowed, Wide hallway clearance, Step-free access, Well-lit path to entrance, Step-free access, Step-free access, Step-free access",106733158,Cassy,"New York, NY, United States",United States,US,Point,-73.96171,40.71459,False
Only 10 mins to CENTRAL PARK! :),Apartment,Private room,Real Bed,5,60,moderate,2,1.0,1.0,280,69.0,0.0,25.0,0.0,2.0,141,93.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Gym, Free street parking, Buzzer/wireless intercom, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private entrance, Hot water",8616291,Chikie,"New York, NY, United States",United States,US,Point,-73.95031,40.82184,True
Kapaa Sands 17 Ocean View Apartment,Condominium,Entire home/apt,Real Bed,3,90,super_strict_60,2,0.0,1.0,250,129.0,509.4304235090752,178.0,0.0,1.0,3,100.0,"TV, Cable TV, Wifi, Pool, Kitchen, Family/kid friendly, Smoke detector, Fire extinguisher, Essentials, Shampoo",71362662,Kauai Pacific Real Estate,"Kapaa, HI, United States",United States,US,Point,-159.33306,22.05299,False
Flat 1 qto frontal mar varandao! Vista linda!,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,1.0,1.0,365,548.0,509.4304235090752,94.07480119284294,0.0,1.0,0,95.0,"TV, Air conditioning, Pool, Kitchen, Free parking on premises, Elevator, Essentials",26959477,Rafaela,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,Point,-43.35499632022474,-23.011040795968057,True
One Bedroom/Caddebostan,Serviced apartment,Shared room,Real Bed,2,1125,flexible,1,1.0,1.0,90,121.0,509.4304235090752,94.07480119284294,0.0,1.0,3,100.0,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Pets allowed, Breakfast, Elevator, Heating, Washer, Dryer, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",105448963,Gulsah,"İstanbul, İstanbul, Turkey",Turkey,TR,Point,29.07722,40.96469,False
5º | Palácio do Comércio,Apartment,Entire home/apt,Real Bed,2,900,strict_14_with_grace_period,8,4.0,6.0,330,200.0,0.0,40.0,0.0,4.0,60,97.0,"TV, Cable TV, Wifi, Kitchen, Elevator, Heating, Family/kid friendly, Washer, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens",63565731,Luís,"Porto, Porto, Portugal",Portugal,PT,Point,-8.60696,41.14946,False
Nice room with ensuite in Hurstville close to TS,Townhouse,Private room,Real Bed,3,20,moderate,2,1.0,1.0,4,55.0,200.0,28.0,10.0,1.0,16,90.0,"Wifi, Washer, Smoke detector, Essentials, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace, Hot water, Bed linens, Luggage dropoff allowed, Long term stays allowed, Host greets you",105673469,Cecilia,"Hurstville, NSW, Australia",Australia,AU,Point,151.10714,-33.97051,False
Cosy apartment - great location,Apartment,Entire home/apt,Real Bed,2,14,moderate,3,1.0,1.0,0,75.0,500.0,20.0,0.0,1.0,2,100.0,"TV, Wifi, Kitchen, Elevator, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_50, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove",43968444,Fanny,"Montréal, Québec, Canada",Canada,CA,Point,-73.55963,45.51301,True
Two person room in vibrant Old Town,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,2.0,5,40.0,509.4304235090752,94.07480119284294,0.0,1.0,135,96.0,"Internet, Wifi, Kitchen, Paid parking off premises, Smoking allowed, Buzzer/wireless intercom, Heating, Washer, Smoke detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Host greets you",103213186,Aj,"Barcelona, Catalunya, Spain",Spain,ES,Point,2.18067,41.38542,True
Room with a double bed close to Arc de Triomf,Apartment,Private room,Real Bed,2,4,moderate,2,1.0,1.0,0,45.0,509.4304235090752,8.0,0.0,1.0,7,100.0,"TV, Cable TV, Wifi, Elevator, Heating, Essentials, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Bed linens, Refrigerator, Patio or balcony, Flat path to front door",1506503,Yolanda,"Barcelona, Catalunya, Spain",Spain,ES,Point,2.17944,41.39602,True
Chambre dans coloc chaleureuse,Apartment,Entire home/apt,Real Bed,7,1125,flexible,2,1.0,1.0,0,30.0,509.4304235090752,94.07480119284294,0.0,1.0,3,100.0,"Wifi, Air conditioning, Kitchen, Pets allowed, Heating, Suitable for events, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Hangers, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",106156501,Marc,"Montréal, Québec, Canada",Canada,CA,Point,-73.56503,45.52141,True
Villa Hodgkinson 18A - Convenient Sydney Location,Townhouse,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,10,4.0,6.0,269,296.0,750.0,150.0,45.0,4.0,1,100.0,"TV, Air conditioning, Kitchen, Free parking on premises, Free street parking, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private entrance, Bathtub, High chair, Pack ’n Play/travel crib, Children’s dinnerware, Hot water, Bed linens, Microwave, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Garden or backyard, Long term stays allowed",15651267,Serviced Houses Australia,"Panania, NSW, Australia",Australia,AU,Point,151.00705,-33.9544,True
Gorgeous Remodeled Modern Home w/ Beach Across St.,House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2.0,0.0,267,194.0,100.0,200.0,0.0,4.0,55,97.0,"TV, Internet, Wifi, Kitchen, Family/kid friendly, Suitable for events, Washer, Dryer, Essentials, Shampoo, Hair dryer, Iron, Outlet covers, Baby bath, Changing table, Crib, Pack ’n Play/travel crib, Room-darkening shades, Bed linens, Ethernet connection, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Garden or backyard, Beach essentials, Kitchenette, Full kitchen",106070244,SurfTemple,"Kailua-Kona, HI, United States",United States,US,Point,-155.96845,19.58556,True
Seaside Cottage - A sand beach is your front yard!,Cottage,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,6,3.0,3.0,182,500.0,995.0,94.07480119284294,300.0,6.0,22,99.0,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Pets live on this property, Dog(s), Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Bathtub, Hot water, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Luggage dropoff allowed, Wide hallway clearance, Step-free access, Well-lit path to entrance, Step-free access, Wide clearance to shower, toilet, Step-free access, Wide entryway, Waterfront, Beachfront",105847684,Valerie,"Kailua-Kona, HI, United States",United States,US,Point,-155.97896,19.61006,True
Delux room,Serviced apartment,Private room,Real Bed,3,1125,flexible,2,1.0,1.0,364,26.0,509.4304235090752,94.07480119284294,0.0,1.0,3,87.0,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Smoking allowed, Elevator, Free street parking, Heating, Washer, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Children’s books and toys, Hot water, Luggage dropoff allowed, Long term stays allowed, Wide doorway, Flat path to front door, Well-lit path to entrance, Step-free access, Wide doorway, Wide clearance to bed, Accessible-height bed, Step-free access, Wide doorway, Accessible-height toilet, Wide clearance to shower, toilet, Step-free access, Wide entryway, Host greets you, Handheld shower head",88767233,Tercio,"Porto, Porto, Portugal",Portugal,PT,Point,-8.61834,41.17025,True
historical victorian mansion next to Sydney centre,House,Private room,Real Bed,1,1125,flexible,5,2.0,4.0,362,151.0,509.4304235090752,94.07480119284294,45.0,2.0,55,95.0,"TV, Wifi, Kitchen, Free parking on premises, Heating, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection",50151592,Fei,"Petersham, NSW, Australia",Australia,AU,Point,151.15609,-33.89753,True
Ocean/Sunset /Firework View 1 BR Ilikai Marina 482,Condominium,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,4,1.0,1.0,216,275.0,509.4304235090752,141.0,0.0,1.0,15,94.0,"TV, Wifi, Air conditioning, Kitchen, Elevator, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Hot water, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Luggage dropoff allowed, Long term stays allowed, Paid parking on premises",24712052,Hawaii Vacation Properties Llc,"Honolulu, HI, United States",United States,US,Point,-157.83903,21.28582,True
Breathtaking view a walk away from sydney CBD,Apartment,Private room,Real Bed,2,16,moderate,1,1.0,1.0,0,119.0,250.0,45.0,10.0,1.0,43,96.0,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Elevator, Heating, Smoke detector, First aid kit, Essentials, Shampoo, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Host greets you",97844752,Terry,"Rushcutters Bay, NSW, Australia",Australia,AU,Point,151.22814,-33.8771,True
Studio With Great View & Price in Waikiki,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,0.0,1.0,261,90.0,200.0,95.0,15.0,2.0,46,91.0,"TV, Wifi, Air conditioning, Pool, Kitchen, Elevator, Hot tub, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace",41090328,TPRI Vacation Suites,"Honolulu, HI, United States",United States,US,Point,-157.83365,21.28588,True
Tree hide away near the beach,House,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,2,1.0,1.0,59,118.0,509.4304235090752,94.07480119284294,0.0,1.0,37,98.0,"TV, Cable TV, Internet, Wifi, Kitchen, Breakfast, Heating, Washer, Dryer, Smoke detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Private entrance",71761902,Justine,"Avalon Beach, NSW, Australia",Australia,AU,Point,151.32562,-33.63131,False
**Cozy Room In Hip Ultra Location LES/NOLITA**,Apartment,Private room,Real Bed,2,29,strict_14_with_grace_period,1,1.0,1.0,82,98.0,509.4304235090752,94.07480119284294,25.0,1.0,68,95.0,"TV, Wifi, Air conditioning, Kitchen, Pets live on this property, Heating, Smoke detector, First aid kit, Fire extinguisher, Essentials, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water",105511610,Laura,"New York, NY, United States",United States,US,Point,-73.99229,40.71916,True
Trés joli studio au coeur du Plateau Mont Royal,Apartment,Entire home/apt,Real Bed,3,30,moderate,1,0.0,1.0,0,27.0,509.4304235090752,94.07480119284294,0.0,1.0,2,90.0,"TV, Internet, Air conditioning, Kitchen, Buzzer/wireless intercom, Heating, Washer, Dryer, Smoke detector, Essentials, Shampoo, 24-hour check-in, Hangers, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",105964796,Ramzi,"Montréal, Québec, Canada",Canada,CA,Point,-73.591,45.53031,True
What a place in Barcelona in the center,Apartment,Entire home/apt,Real Bed,31,360,moderate,4,1.0,2.0,249,43.0,500.0,120.0,7.0,3.0,15,95.0,"TV, Internet, Wifi, Air conditioning, Kitchen, Smoking allowed, Elevator, Heating, Family/kid friendly, Washer, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Pack ’n Play/travel crib, Hot water, Long term stays allowed, Host greets you, Paid parking on premises",99205320,Marcella Y Fabrizio,"Barcelona, Catalunya, Spain",Spain,ES,Point,2.17934,41.38052,False
